phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target,label
8630968.0,https://docs.google.com/presentation/d/e/2PACX-1vTfhHvvpa-pbtdBLkc_uKV6lSdegGVlKzYnCLYKh_zSXjHTjyV_oEFf_Kbmusm97Nzl1FhkssL5An3Q/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8630968,2024-06-26T16:10:57+00:00,yes,2024-06-27T21:43:13+00:00,yes,Other,1
9010386.0,https://docs.google.com/presentation/d/e/2PACX-1vTbSvZMZNjeprZlRnNU5yjDbnXvjYY5x3pdo7MQx5wJuhT5PG0R-BvN9A7MIGHTOxwu2sU52NVSYJft/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=9010386,2025-03-10T01:11:14+00:00,yes,2025-03-10T01:21:53+00:00,yes,Other,1
8599989.0,https://l.wl.co/l?u=https://qrco.de/bf6sKw,http://www.phishtank.com/phish_detail.php?phish_id=8599989,2024-06-03T21:49:53+00:00,yes,2024-06-03T21:53:34+00:00,yes,Other,1
,https://neonhorizon.co.uk/,,,,,,,0
8709670.0,https://q-r.to/bfIxjR,http://www.phishtank.com/phish_detail.php?phish_id=8709670,2024-08-13T20:13:56+00:00,yes,2024-08-13T20:53:23+00:00,yes,Other,1
8634078.0,https://bit.ly/45Xi2tz,http://www.phishtank.com/phish_detail.php?phish_id=8634078,2024-06-29T10:30:51+00:00,yes,2024-06-29T10:53:36+00:00,yes,Other,1
,https://roadcycling.com/products,,,,,,,0
,http://ranchero.com/,,,,,,,0
8823275.0,https://qrco.de/bfWHWk,http://www.phishtank.com/phish_detail.php?phish_id=8823275,2024-10-29T12:34:10+00:00,yes,2024-10-29T12:41:51+00:00,yes,Other,1
,https://reno.de/search?q=test,,,,,,,0
,https://lacrosseunlimited.com/,,,,,,,0
,http://q892.cn/search?q=test,,,,,,,0
9249059.0,https://ppdtgztwx56bmxb2avryyi2hepabjhvpwa6q5ju7p4ngqvozjzja.arweave.net/e8czZna_fBZcOgVjjCNHI8AUnq-wPQ6mn38aaFXZTlI/,http://www.phishtank.com/phish_detail.php?phish_id=9249059,2025-10-24T09:50:47+00:00,yes,2025-10-24T10:12:20+00:00,yes,Other,1
,http://languageinternational.com/,,,,,,,0
8303001.0,https://fr-marteskatr.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8303001,2023-09-19T02:18:42+00:00,yes,2023-09-19T02:42:42+00:00,yes,Other,1
9216614.0,https://dropbox.com/scl/fi/jx5e9fsw93s1r2a7h2x4s/Your-Latest-Bill-Is-Ready.paper?rlkey=hjyjgvgdockqrw60ympb07qte&st=mfg3aon9&dl=0,http://www.phishtank.com/phish_detail.php?phish_id=9216614,2025-09-19T18:03:31+00:00,yes,2025-09-19T18:12:37+00:00,yes,Other,1
,http://andilana.com/search?q=test,,,,,,,0
9243015.0,https://solicitatutc.webcindario.com/,http://www.phishtank.com/phish_detail.php?phish_id=9243015,2025-10-16T18:45:11+00:00,yes,2025-10-16T19:02:49+00:00,yes,Other,1
8563745.0,https://dropbox.com/scl/fi/nuztnr258levcar3lr48e/Securely-sign-in-with-your-email-address-to-keep-you-updated..papert?rlkey=fuzvzjk9d2b0rz66ftsiml08j&dl=0,http://www.phishtank.com/phish_detail.php?phish_id=8563745,2024-05-05T10:50:28+00:00,yes,2024-05-05T11:10:04+00:00,yes,Other,1
,https://bikersgearaustralia.com.au/,,,,,,,0
8696812.0,https://docs.google.com/presentation/d/e/2PACX-1vRoNDC7_4RiTj9kCy65R80Jo11i4fOv7d7liyfJtLyudKqUViIH3Vl8bTK63FF0cXZ2B2-ArS-RIJYQ/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,http://www.phishtank.com/phish_detail.php?phish_id=8696812,2024-08-05T21:21:20+00:00,yes,2024-08-05T21:33:01+00:00,yes,Other,1
8915184.0,https://docs.google.com/presentation/d/e/2PACX-1vTknRLH4nJ6UBCcP12N_rAVl-h9kNWwTEEGuuBe6FP7FH_vFZfGTT_XoO2HVndzPHnt77Rr5PpDsiuy/pub?start=false&loop=false&delayms=3000&slide=id.p,http://www.phishtank.com/phish_detail.php?phish_id=8915184,2024-12-23T20:11:50+00:00,yes,2024-12-23T22:22:20+00:00,yes,Other,1
,https://koerber.de/,,,,,,,0
9200664.0,https://us8.campaign-archive.com/?u=4ea6044309535d8c00ae42306&id=c394a56640,http://www.phishtank.com/phish_detail.php?phish_id=9200664,2025-09-02T11:07:49+00:00,yes,2025-09-02T11:12:11+00:00,yes,Other,1
,https://fps.ms/,,,,,,,0
,http://paintingandframe.com/,,,,,,,0
,https://cdm.me/,,,,,,,0
,https://nudatasecurity.com/about,,,,,,,0
9291008.0,https://1jjgamedownload.com/wp-content/uploads/,http://www.phishtank.com/phish_detail.php?phish_id=9291008,2025-12-15T12:21:32+00:00,yes,2025-12-15T12:32:11+00:00,yes,Other,1
,https://51aeo.cn/,,,,,,,0
8867940.0,https://easying-f6b8c.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8867940,2024-11-24T17:20:23+00:00,yes,2024-11-24T17:22:24+00:00,yes,Other,1
9097262.0,https://pub-57b97f5e92c44ec1bf1497756f3c35e4.r2.dev/Alldomain-index.html,http://www.phishtank.com/phish_detail.php?phish_id=9097262,2025-05-13T06:03:24+00:00,yes,2025-05-13T06:12:58+00:00,yes,Other,1
,http://computerjobs.com/search?q=test,,,,,,,0
,http://jobassistnow.com/login,,,,,,,0
9302624.0,https://welcome--en-us-exodse.typedream.app/,http://www.phishtank.com/phish_detail.php?phish_id=9302624,2026-01-01T10:20:38+00:00,yes,2026-01-01T10:52:09+00:00,yes,Other,1
9180372.0,https://docs.google.com/presentation/d/e/2PACX-1vTc92I49fieL_mDfZenf2KUrCapM2Z6quNz12LLftM-X_n8u5MbTVMSjLse6wvOzynXcumZRHS0dQdE/pub,http://www.phishtank.com/phish_detail.php?phish_id=9180372,2025-08-11T14:20:39+00:00,yes,2025-08-11T14:32:22+00:00,yes,Other,1
,https://meshalkin.ru/products,,,,,,,0
9176482.0,https://bafkreicv4z4zcu27qo476oomxjv2pixq4gvadfkni2okucx6ymzl4j5t2e.ipfs.dweb.link/,http://www.phishtank.com/phish_detail.php?phish_id=9176482,2025-08-07T03:08:56+00:00,yes,2025-08-07T03:32:23+00:00,yes,Other,1
,http://spendow.com/home,,,,,,,0
9281429.0,https://linqapp.com/beth_cutting?r=link,http://www.phishtank.com/phish_detail.php?phish_id=9281429,2025-12-02T11:05:06+00:00,yes,2025-12-02T11:11:57+00:00,yes,Other,1
,https://njc-web.jp/,,,,,,,0
8717507.0,https://docs.google.com/presentation/d/1UDZSEelAYhv6-2gYpb6bdl_z-BhKqH2xyaSrwbqq-9g/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8717507,2024-08-16T20:10:02+00:00,yes,2024-08-16T20:33:35+00:00,yes,Other,1
8603565.0,https://pub-d87f0f48638041248f8c3a13f90c35e6.r2.dev/index.html,http://www.phishtank.com/phish_detail.php?phish_id=8603565,2024-06-06T00:13:15+00:00,yes,2024-06-06T01:10:23+00:00,yes,Other,1
8405416.0,https://link.heropost.io/BTvoices,http://www.phishtank.com/phish_detail.php?phish_id=8405416,2023-12-28T11:03:59+00:00,yes,2023-12-28T11:13:01+00:00,yes,Other,1
9030184.0,https://iinetmacompanyfa.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9030184,2025-03-26T00:31:20+00:00,yes,2025-03-26T00:52:25+00:00,yes,Other,1
,https://multiprepaid.mx/account,,,,,,,0
,https://arevista.com.br/,,,,,,,0
,https://aeonathletics.cz/search?q=test,,,,,,,0
,https://ca999.help/home,,,,,,,0
8081614.0,https://mobile-usaa4.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8081614,2023-03-19T01:29:20+00:00,yes,2023-03-19T01:44:21+00:00,yes,Other,1
8122611.0,https://onlineaccess-centier.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8122611,2023-04-20T02:56:26+00:00,yes,2023-04-20T03:07:19+00:00,yes,Other,1
9256412.0,https://2fmms3.share-eu1.hsforms.com/2KRzFYyX4R-CL7Xb2lLT_lA,http://www.phishtank.com/phish_detail.php?phish_id=9256412,2025-11-02T11:11:47+00:00,yes,2025-11-02T11:22:34+00:00,yes,Other,1
,https://ligne-roset.com/account,,,,,,,0
8072179.0,https://verify-st66483.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8072179,2023-03-13T00:58:09+00:00,yes,2023-03-13T01:06:19+00:00,yes,Other,1
,http://repsol.es/products,,,,,,,0
9292910.0,https://docs.google.com/drawings/d/1Z8MJFegpUutEbGupdgpRUDvSu4TsVtk0ewbq8CFcg04,http://www.phishtank.com/phish_detail.php?phish_id=9292910,2025-12-17T20:04:17+00:00,yes,2025-12-17T20:12:24+00:00,yes,Other,1
,https://charmfling.com/login,,,,,,,0
8446564.0,https://docs.google.com/presentation/d/e/2PACX-1vSSL-y0R_XRKFkGj1opjF19l6ChJiBaB4OV4GT4aNtzjxw3v98xJEhlYqVf23xnm7kom_rZ3ybd5K3F/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,http://www.phishtank.com/phish_detail.php?phish_id=8446564,2024-02-09T00:31:23+00:00,yes,2024-02-09T00:33:01+00:00,yes,Other,1
8935973.0,https://bit.ly/4a5f2wZ,http://www.phishtank.com/phish_detail.php?phish_id=8935973,2025-01-12T05:32:37+00:00,yes,2025-01-12T05:41:54+00:00,yes,Other,1
,http://swissker.com/products,,,,,,,0
,http://telz.com/,,,,,,,0
8407469.0,https://chaseverifieragent.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8407469,2023-12-30T19:38:48+00:00,yes,2023-12-30T19:53:23+00:00,yes,Other,1
,https://sk-news.ru/,,,,,,,0
9239938.0,https://crypto-francedeclaration.com/,http://www.phishtank.com/phish_detail.php?phish_id=9239938,2025-10-14T05:16:21+00:00,yes,2025-10-14T14:22:44+00:00,yes,Other,1
,http://segurosavance.com/,,,,,,,0
,http://footballmanager.com/profile,,,,,,,0
,https://ytory.com/home,,,,,,,0
,http://apt-19.org/search?q=test,,,,,,,0
8106008.0,https://plusierufraichegolding.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8106008,2023-04-05T04:16:18+00:00,yes,2023-04-05T04:43:26+00:00,yes,Other,1
,https://ozxezjn.cn/,,,,,,,0
,https://10-hello.com/login,,,,,,,0
,https://monterey.org/products,,,,,,,0
,https://cashconverters.be/,,,,,,,0
,http://syxyjt.com.cn/,,,,,,,0
8458230.0,https://docs.google.com/presentation/d/e/2PACX-1vSk6U0a9y1iOWI7h9EMG7v1SGCd2A154mw78l0RleQM9Kx3Iyt2WLRYnXnWLUctyFclKgKcmw2RL7Qz/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8458230,2024-02-19T19:14:58+00:00,yes,2024-02-19T19:33:45+00:00,yes,Other,1
8569311.0,https://docs.google.com/presentation/d/e/2PACX-1vQRJLsYfrx1b5mIwtndaqDhrw-7s628tmjVxvHQGvA6c2GHC2stGW4--1oA_GfkvADY7nS4zFRou3gc/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8569311,2024-05-09T02:20:52+00:00,yes,2024-05-09T02:23:24+00:00,yes,Other,1
9165857.0,https://mmwebbercoza.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9165857,2025-07-25T23:22:43+00:00,yes,2025-07-25T23:31:52+00:00,yes,Other,1
,https://otobo.org/,,,,,,,0
,https://musangwin.net/,,,,,,,0
8463246.0,https://docs.google.com/presentation/d/e/2PACX-1vQxJ635_4-pZDQ3arv01FZlT8CyUNcpn8CTPCWduDWbImtzeFTbt3O4sqInnyhDlGFf8PuRgNa4DvES/pub?start=true&amp;loop=true&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8463246,2024-02-22T13:33:14+00:00,yes,2024-02-22T13:42:52+00:00,yes,Other,1
,https://3tjluiz.cc/products,,,,,,,0
8558900.0,https://actubnpffrteois.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8558900,2024-04-30T18:04:21+00:00,yes,2024-04-30T18:23:34+00:00,yes,Other,1
,https://bestcourse1.com/products,,,,,,,0
8333860.0,https://docs.google.com/presentation/d/e/2PACX-1vSz-X_IttYntU_E-FN2yxB9F8llTEreAAPPeAMJn58w19U2iqq_6A8ANSEy8DePmA2IQAZH7_COMqw8/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8333860,2023-10-17T00:16:41+00:00,yes,2023-10-17T00:23:27+00:00,yes,Other,1
9144710.0,https://bruceteelnet.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9144710,2025-07-02T22:23:52+00:00,yes,2025-07-02T22:31:54+00:00,yes,Other,1
,http://ljusnet.se/,,,,,,,0
,https://productsup.io/account,,,,,,,0
9215634.0,https://us16.campaign-archive.com/?e=92f45fdb74&u=beffae6eb80f62270ed19d0b9&id=5bd45ba70e,http://www.phishtank.com/phish_detail.php?phish_id=9215634,2025-09-18T17:16:30+00:00,yes,2025-09-18T17:21:48+00:00,yes,Other,1
,http://softconf.com/home,,,,,,,0
,https://irentcar.com.tw/,,,,,,,0
,https://hotaudio.net/home,,,,,,,0
,https://loveworldlyrics.com/home,,,,,,,0
9282004.0,https://site-r4i5dtw9l.godaddysites.com/,http://www.phishtank.com/phish_detail.php?phish_id=9282004,2025-12-02T19:53:41+00:00,yes,2025-12-02T20:03:20+00:00,yes,Other,1
,https://freefrontend.com/,,,,,,,0
,https://gfxcamp.com/,,,,,,,0
8700068.0,https://bertchou.com/wp-content/languages-old/config/information.php?access.x66049466046,http://www.phishtank.com/phish_detail.php?phish_id=8700068,2024-08-07T18:06:34+00:00,yes,2024-08-07T18:13:35+00:00,yes,Other,1
9304934.0,https://expde-mon-fr.com/,http://www.phishtank.com/phish_detail.php?phish_id=9304934,2026-01-05T18:11:57+00:00,yes,2026-01-05T18:22:06+00:00,yes,Other,1
8426840.0,https://docs.google.com/presentation/d/e/2PACX-1vQZnMfNGgK9ocGnLcak5-rX4bGQpXYUXL-GGGCFuoP6v5RCJftrfdPR-BrFAVZnDUNvZI5rHkPqK6lP/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8426840,2024-01-24T13:35:06+00:00,yes,2024-01-24T13:42:54+00:00,yes,Other,1
9300715.0,http://allegrolokalnie.pl-oferta775292969.sbs/,http://www.phishtank.com/phish_detail.php?phish_id=9300715,2025-12-28T23:01:06+00:00,yes,2025-12-28T23:12:05+00:00,yes,Allegro,1
8035245.0,https://amerikoolernet.w3spaces.com/,http://www.phishtank.com/phish_detail.php?phish_id=8035245,2023-02-13T15:22:56+00:00,yes,2023-02-13T15:42:28+00:00,yes,Other,1
9038672.0,https://eastllink.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9038672,2025-03-29T17:54:57+00:00,yes,2025-03-29T18:02:59+00:00,yes,Other,1
8953175.0,https://sites.google.com/view/gmxbvcbvj/home,http://www.phishtank.com/phish_detail.php?phish_id=8953175,2025-01-27T11:03:35+00:00,yes,2025-01-27T12:32:07+00:00,yes,Other,1
,https://777loco02.com/profile,,,,,,,0
8106447.0,http://d4tosbncr.vastserve.com/,http://www.phishtank.com/phish_detail.php?phish_id=8106447,2023-04-05T11:20:20+00:00,yes,2023-04-05T11:25:09+00:00,yes,Other,1
,https://es.tl/,,,,,,,0
,http://leagueoflegends.mx/login,,,,,,,0
,https://xn--80ahmohdapg.xn--80asehdb/about,,,,,,,0
8556794.0,https://docs.google.com/presentation/d/e/2PACX-1vRP4DMSuVdvuSQpCJulwIqRdqNzpTC1adGguVYOq7mcSyAq0E1K49lL60Jxsm7mo7BBIiivPFeAjMYF/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8556794,2024-04-29T13:01:45+00:00,yes,2024-04-29T13:13:30+00:00,yes,Other,1
,http://buildbox.com/,,,,,,,0
9287838.0,https://miricanvas.com/v2/design2/v/51dcea73-729e-4081-87f1-67ae1db7aebf,http://www.phishtank.com/phish_detail.php?phish_id=9287838,2025-12-10T21:33:34+00:00,yes,2025-12-10T21:42:18+00:00,yes,Other,1
,https://xukm.cn/login,,,,,,,0
8765486.0,https://sites.google.com/view/hytuif/home,http://www.phishtank.com/phish_detail.php?phish_id=8765486,2024-09-18T14:07:44+00:00,yes,2024-09-18T16:53:03+00:00,yes,PayPal,1
,https://takerap.com/about,,,,,,,0
9287100.0,https://mourchi.wuaze.com/+/XG4wj327ze2oW5mb75360xq2090xp1LF83723oj54528Zb50017By87785Su61500cu0956802318=,http://www.phishtank.com/phish_detail.php?phish_id=9287100,2025-12-10T01:18:54+00:00,yes,2025-12-10T01:21:53+00:00,yes,Other,1
,http://ceps.io/,,,,,,,0
8130336.0,https://ipfs.best-practice.se/ipfs/bafybeibhubqufvraa2krutwraka2w7zznyelfc2etje3peav4mwcodslvq,http://www.phishtank.com/phish_detail.php?phish_id=8130336,2023-04-27T21:36:22+00:00,yes,2023-04-27T21:43:40+00:00,yes,Other,1
9196544.0,https://m.pge.link/mailupdate/2ed37121-a81e-4b25-a55b-febbac5895e7,http://www.phishtank.com/phish_detail.php?phish_id=9196544,2025-08-28T09:30:25+00:00,yes,2025-08-28T09:42:13+00:00,yes,Other,1
,http://exdan.ru/about,,,,,,,0
8172389.0,https://367b6313-2b32-47dc-96e6-6c230801acdc.usrfiles.com/ugd/367b63_b6dbef95ef594eb99a2c69c40ba0cfd0.pdf,http://www.phishtank.com/phish_detail.php?phish_id=8172389,2023-06-11T01:38:43+00:00,yes,2023-06-11T02:13:18+00:00,yes,Optus,1
,https://sevdesk.de/,,,,,,,0
,https://parsget.com/home,,,,,,,0
,https://chillconcepts.com/search?q=test,,,,,,,0
,http://osgeo.cn/,,,,,,,0
,https://nsa.gov.cn/products,,,,,,,0
,https://lexus-rzn.ru/,,,,,,,0
,http://99myschoolcdn.xyz/account,,,,,,,0
9304645.0,https://digitronix.cfd/y1.html,http://www.phishtank.com/phish_detail.php?phish_id=9304645,2026-01-05T13:38:30+00:00,yes,2026-01-05T13:51:43+00:00,yes,Other,1
,https://jaheharum99win.com/products,,,,,,,0
9298317.0,https://neonlunarhub.cfd/urfdlqliulttMyjmxfqfdt,http://www.phishtank.com/phish_detail.php?phish_id=9298317,2025-12-24T11:26:00+00:00,yes,2025-12-24T11:32:02+00:00,yes,Other,1
8596759.0,https://nnfems.com/Webmail/25/Webmail/webmail.php,http://www.phishtank.com/phish_detail.php?phish_id=8596759,2024-06-01T23:01:15+00:00,yes,2024-06-01T23:04:16+00:00,yes,Other,1
8176111.0,https://web-activateddcard.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8176111,2023-06-13T00:28:06+00:00,yes,2023-06-13T00:33:33+00:00,yes,Other,1
8492953.0,https://docs.google.com/presentation/d/e/2PACX-1vT3fTuzc9QhfS_zExC8cTL-JPcYnaGVJlrrtx-dH6wpQDZGtedMBf8QwLXb7xGWFLLeCkCp3JYfcapu/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8492953,2024-03-14T14:11:40+00:00,yes,2024-03-14T14:13:16+00:00,yes,Other,1
8888837.0,https://dropbox.com/scl/fi/6ob5r3124by7sfw8r9oux/Thanks-for-choosing-AT-T.papert?rlkey=is3yaqb9mif7h1k58rw1rfgcq&st=apchs24r&dl=0,http://www.phishtank.com/phish_detail.php?phish_id=8888837,2024-12-06T08:54:13+00:00,yes,2024-12-06T09:03:03+00:00,yes,Other,1
,http://neorigin.com/,,,,,,,0
9086438.0,https://sawiosl-f51a2.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=9086438,2025-05-03T21:03:03+00:00,yes,2025-05-03T21:12:00+00:00,yes,Other,1
9269921.0,https://sellingaustintx.com/?f=,http://www.phishtank.com/phish_detail.php?phish_id=9269921,2025-11-17T13:47:29+00:00,yes,2025-11-17T13:52:33+00:00,yes,Other,1
8798483.0,https://xceawduhckuiawsvfiyv-qtd8figkahcdujhasd.teemill.com/,http://www.phishtank.com/phish_detail.php?phish_id=8798483,2024-10-08T07:32:19+00:00,yes,2024-10-09T08:23:32+00:00,yes,Other,1
8795263.0,https://q-r.to/bfSG0q,http://www.phishtank.com/phish_detail.php?phish_id=8795263,2024-10-05T18:33:11+00:00,yes,2024-10-05T18:53:02+00:00,yes,Other,1
,http://openbid.biz/,,,,,,,0
,https://jemlit.com/,,,,,,,0
9069027.0,https://correproducciongobbo.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9069027,2025-04-21T18:54:00+00:00,yes,2025-04-21T21:42:17+00:00,yes,Other,1
,http://stats888.com/,,,,,,,0
8475580.0,https://rp.mockplus.com/rps/zfnp8kFux5/6f2dLxXdTw?%20Please%20view%20%e3%80%8aNew%20project%e3%80%8b,http://www.phishtank.com/phish_detail.php?phish_id=8475580,2024-03-04T10:25:11+00:00,yes,2024-03-04T10:27:04+00:00,yes,Other,1
,https://hanmingxuan.cn/products,,,,,,,0
,http://lral.lv/about,,,,,,,0
8025666.0,https://onne.link/gatpfroze?gclid=EAIaIQobChMIk4-x58P6_AIVDDORCh3Ndwp5EAAYASAAEgLovfD_BwE,http://www.phishtank.com/phish_detail.php?phish_id=8025666,2023-02-04T03:34:02+00:00,yes,2023-02-05T10:32:26+00:00,yes,Other,1
8123827.0,https://lesurvivantparmiseutent.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8123827,2023-04-21T04:32:08+00:00,yes,2023-04-21T04:36:03+00:00,yes,Other,1
9243271.0,https://servicecreditagricolemiseajour.hosted.phplist.com/,http://www.phishtank.com/phish_detail.php?phish_id=9243271,2025-10-16T23:38:52+00:00,yes,2025-10-16T23:42:07+00:00,yes,Other,1
,https://thedieline.com/,,,,,,,0
,https://onca888.com/,,,,,,,0
,https://devok.com/about,,,,,,,0
,https://svnn288.com/profile,,,,,,,0
,https://addusjobs.com/,,,,,,,0
8661877.0,https://urlz.fr/rhBf,http://www.phishtank.com/phish_detail.php?phish_id=8661877,2024-07-17T21:08:17+00:00,yes,2024-07-17T21:13:16+00:00,yes,Other,1
8572202.0,https://bthome01.w3spaces.com/index.html,http://www.phishtank.com/phish_detail.php?phish_id=8572202,2024-05-10T18:09:49+00:00,yes,2024-05-10T18:13:22+00:00,yes,Other,1
