url_length,domain_length,path_length,path_depth,digit_ratio,special_char_ratio,dot_count,hyphen_count,subdomain_count,has_ip_address,has_https,url_entropy,domain_entropy,token_count,max_token_length,suspicious_token_ratio,has_query_params,query_param_count,document_path_present,long_digit_sequence,path_numeric_ratio,semantic_subdomain_depth,has_deep_subdomain,brand_in_registered_domain,brand_in_subdomain,brand_mismatch,dns_query_success,a_record_count,domain_age_days,has_form,password_input_present,external_form_action,label
29,20,1,1,0.0,0.0,2,1,1,0,1,4.021268494903765,3.584183719779188,5,7,0.0,0,0,0,0,0.0,1,0,0,0,0,1,1,-1,0,0,0,1
25,10,8,1,0.0,0.0,1,0,0,0,0,3.7034651896016464,2.9219280948873623,4,7,0.25,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
27,14,6,1,0.0,0.0,1,0,0,0,0,3.8841550945958048,3.039148671903071,4,10,0.25,0,0,0,0,0.0,0,0,0,0,0,1,4,-1,1,1,0,0
36,14,7,1,0.0,0.0,1,0,0,0,1,4.2390979179887855,3.8073549220576055,6,10,0.0,1,1,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
28,19,1,1,0.0,0.0,1,0,0,0,1,3.9407598325400897,3.7216117239699003,3,15,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
49,40,1,1,0.0,0.0,2,1,1,0,1,3.960922855550772,3.774024420865021,5,18,0.0,0,0,0,0,0.0,1,0,0,0,0,1,1,-1,0,0,0,1
22,13,1,1,0.0,0.0,1,1,0,0,1,3.879664004902593,3.3927474104487847,4,5,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,1,0,0,0
37,22,8,1,0.0,0.0,1,0,0,0,0,3.969607339117404,3.697845823084412,4,18,0.25,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
175,15,108,5,0.09714285714285714,0.011428571428571429,2,2,1,0,1,5.493095625384846,2.973557262275185,17,77,0.0,1,3,0,0,0.12037037037037036,1,0,1,0,0,1,1,-1,0,0,0,1
24,10,6,1,0.0,0.0,1,0,0,0,1,3.772055208874201,2.9219280948873623,4,7,0.25,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,1,1,1,0
43,30,1,1,0.046511627906976744,0.0,2,0,1,0,1,4.489877254551158,4.081727678869736,6,17,0.0,1,1,0,0,0.0,1,0,0,0,0,1,1,-1,1,0,0,1
22,6,8,1,0.09090909090909091,0.0,1,0,0,0,1,3.936260027531526,2.584962500721156,4,7,0.0,0,0,0,0,0.25,0,0,0,0,0,1,2,-1,0,0,0,1
30,14,8,1,0.0,0.0,1,0,0,0,1,3.8062389286533893,3.378783493486176,4,10,0.25,0,0,0,0,0.0,0,0,0,0,0,0,-1,-1,0,0,0,0
38,10,20,3,0.07894736842105263,0.0,3,0,1,0,1,3.9682119744148827,2.5219280948873624,8,5,0.0,0,0,0,0,0.15,1,0,0,0,0,1,1,-1,0,0,0,1
29,11,10,1,0.13793103448275862,0.0,1,0,0,0,1,4.32316116739216,3.459431618637298,4,9,0.0,0,0,0,0,0.4,0,0,0,0,0,1,2,-1,0,0,0,1
175,15,108,5,0.10857142857142857,0.011428571428571429,2,3,1,0,1,5.57574150426147,2.973557262275185,18,47,0.0,1,3,0,0,0.1388888888888889,1,0,1,0,0,1,1,-1,0,0,0,1
32,17,8,1,0.0,0.0,1,0,0,0,0,3.840018266288633,3.454822399946607,4,13,0.25,0,0,0,0,0.0,0,0,0,0,0,0,-1,-1,0,0,0,0
28,14,6,1,0.0,0.0,1,0,0,0,1,3.767375797816041,2.950212064914747,4,11,0.25,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
20,11,1,1,0.0,0.0,1,0,0,0,1,3.6841837197791887,3.0957952550009344,3,7,0.0,0,0,0,0,0.0,0,0,0,0,0,1,3,-1,0,0,0,0
22,6,8,1,0.045454545454545456,0.0,1,0,0,0,1,4.027169118440616,2.584962500721156,4,7,0.0,0,0,0,0,0.125,0,0,0,0,0,1,2,-1,0,0,0,1
45,36,1,1,0.0,0.0,2,0,1,0,1,4.064323519495731,3.8746697102453482,4,28,0.0,0,0,0,0,0.0,1,0,0,0,0,1,1,-1,0,0,0,1
22,13,1,1,0.0,0.0,1,0,0,0,1,3.663532754804254,3.0269868333592873,3,9,0.0,0,0,0,0,0.0,0,0,0,0,0,1,2,-1,0,0,0,0
73,17,17,2,0.0,0.0136986301369863,4,0,1,0,1,4.313552135445386,3.6168746059562227,10,14,0.0,1,1,0,0,0.0,1,0,0,0,0,1,1,-1,0,0,0,1
175,15,108,5,0.09142857142857143,0.011428571428571429,2,3,1,0,1,5.628885646810885,2.973557262275185,18,57,0.0,1,3,0,0,0.1111111111111111,1,0,1,0,0,1,1,-1,0,0,0,1
37,7,7,1,0.02702702702702703,0.0,1,0,0,0,1,4.682162149295792,2.807354922057604,6,8,0.0,1,1,0,0,0.14285714285714285,0,0,0,0,0,1,4,-1,0,0,0,1
20,11,1,1,0.15,0.0,1,0,0,0,1,3.884183719779189,3.459431618637298,3,7,0.0,0,0,0,0,0.0,0,0,0,0,0,0,-1,-1,0,0,0,0
25,9,8,1,0.04,0.0,1,0,0,0,1,3.9132696895151073,2.94770277922009,4,7,0.25,0,0,0,0,0.0,0,0,0,0,0,1,2,-1,0,0,0,0
28,14,6,1,0.0,0.0,1,0,0,0,1,3.797902689682947,2.950212064914747,4,10,0.0,0,0,0,0,0.0,0,0,0,0,0,0,-1,-1,0,0,0,0
43,16,19,4,0.0,0.0,1,2,0,0,1,3.9896499288691363,3.375,8,7,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,1,1,0,1
175,15,108,5,0.06857142857142857,0.011428571428571429,2,2,1,0,1,5.490122309786164,2.973557262275185,21,23,0.0,1,3,0,0,0.07407407407407407,1,0,1,0,0,1,1,-1,0,0,0,1
175,15,108,5,0.10285714285714286,0.011428571428571429,2,2,1,0,1,5.593311004015556,2.973557262275185,17,52,0.0,1,3,0,0,0.12962962962962962,1,0,1,0,0,1,1,-1,0,0,0,1
42,7,2,1,0.023809523809523808,0.0,3,0,1,0,1,4.2072117677593,2.2359263506290326,10,6,0.0,1,1,0,0,0.0,1,0,0,0,0,1,1,-1,0,0,0,1
26,17,1,1,0.0,0.0,2,0,1,0,1,3.7962176025900556,3.2195282822995477,4,11,0.0,0,0,0,0,0.0,1,0,0,0,0,1,1,-1,0,0,0,0
21,6,7,1,0.0,0.0,1,1,0,0,1,3.939470994001286,2.584962500721156,5,6,0.0,0,0,0,0,0.0,0,0,0,0,0,1,4,-1,0,0,0,1
22,6,8,1,0.13636363636363635,0.0,1,0,0,0,1,3.7887549139935017,2.584962500721156,4,7,0.0,0,0,0,0,0.375,0,0,0,0,0,1,2,-1,0,0,0,1
32,15,9,1,0.0,0.0,1,0,0,0,1,4.054229296672174,3.4565647621309536,4,11,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
20,12,1,1,0.0,0.0,1,0,0,0,0,3.5841837197791886,3.084962500721156,3,8,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
22,7,7,1,0.0,0.0,1,0,0,0,1,4.061482186720775,2.807354922057604,4,6,0.0,0,0,0,0,0.0,0,0,0,0,0,1,4,-1,0,0,0,1
29,7,7,1,0.0,0.0,1,0,0,0,1,3.840402546702506,2.5216406363433186,6,6,0.0,1,1,0,0,0.0,0,0,0,0,0,1,1,-1,1,0,0,0
30,21,1,1,0.0,0.0,1,0,0,0,1,4.031401845392171,3.7256507561120933,3,17,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,1,0,0,0
28,7,7,1,0.10714285714285714,0.0,1,0,0,0,0,3.9946803684089085,2.807354922057604,6,6,0.0,1,1,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
117,64,45,2,0.1111111111111111,0.0,2,1,1,0,1,5.351886010522804,4.560328664259099,7,52,0.0,0,0,0,0,0.1111111111111111,1,0,0,0,0,1,8,-1,0,0,0,1
33,25,1,1,0.0,0.0,1,0,0,0,0,3.8700035889898636,3.5238561897747243,3,21,0.0,0,0,0,0,0.0,0,0,0,0,0,1,3,-1,0,0,0,0
30,21,1,1,0.0,0.0,2,1,1,0,1,3.8062389286533893,3.5585186130489057,5,10,0.0,0,0,0,0,0.0,1,0,0,0,0,1,1,-1,0,0,0,1
129,11,61,4,0.12403100775193798,0.0,2,4,0,0,1,5.2443538332017035,3.027169118440619,18,25,0.0,1,3,1,0,0.14754098360655737,0,0,0,0,0,1,1,-1,0,0,0,1
33,12,7,1,0.0,0.0,1,0,0,0,0,4.112427831414106,3.0220552088742,6,8,0.0,1,1,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
37,28,1,1,0.0,0.0,2,0,1,0,1,4.044063758094795,3.753434386188785,4,12,0.0,0,0,0,0,0.0,1,0,0,0,0,1,1,-1,0,0,0,1
154,11,98,4,0.09090909090909091,0.0,3,10,0,0,1,4.985348815561526,3.027169118440619,22,25,0.0,1,2,1,0,0.061224489795918366,0,0,0,0,0,1,1,-1,0,0,0,1
35,26,1,1,0.0,0.0,2,0,1,0,1,4.025591860285232,3.6864194113487736,4,19,0.0,0,0,0,0,0.0,1,0,0,0,0,1,1,-1,1,0,1,0
190,15,108,5,0.13157894736842105,0.015789473684210527,3,3,1,0,1,5.6255756409339535,2.973557262275185,22,61,0.0,1,4,0,0,0.19444444444444445,1,0,1,0,0,1,1,-1,0,0,0,1
178,15,108,5,0.09550561797752809,0.0,3,2,1,0,1,5.584971088997312,2.973557262275185,23,25,0.0,1,4,0,0,0.12037037037037036,1,0,1,0,0,1,1,-1,0,0,0,1
19,10,1,1,0.0,0.0,1,0,0,0,1,3.536886723742167,2.6464393446710153,3,7,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
75,24,1,1,0.37333333333333335,0.0,2,1,1,0,1,4.693371817214929,3.9387218755408675,9,25,0.0,1,2,0,1,0.0,1,0,0,0,0,1,1,-1,0,0,0,1
15,6,1,1,0.0,0.0,1,0,0,0,1,3.006238928653389,2.2516291673878226,3,5,0.0,0,0,0,0,0.0,0,0,0,0,0,1,2,-1,0,0,0,0
28,20,1,1,0.0,0.0,1,0,0,0,0,3.9137995646056805,3.6464393446710153,3,16,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,1,0,0,0
15,6,1,1,0.0,0.0,1,0,0,0,1,3.323231428797621,2.2516291673878226,3,5,0.0,0,0,0,0,0.0,0,0,0,0,0,1,3,-1,0,0,0,0
32,18,6,1,0.0,0.0,1,0,0,0,1,4.003928031846025,3.7254805569978675,4,14,0.0,0,0,0,0,0.0,0,0,0,0,0,0,-1,-1,0,0,0,0
47,19,20,3,0.02127659574468085,0.0,1,1,0,0,1,4.187805214283435,3.576617644908665,6,15,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,1
17,8,1,1,0.11764705882352941,0.0,1,0,0,0,1,3.6901165175936654,3.0,3,5,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
38,29,1,1,0.05263157894736842,0.0,2,1,1,0,1,4.306494947369445,4.0472990984266435,5,11,0.0,0,0,0,0,0.0,1,0,0,0,0,1,1,-1,1,0,1,1
72,43,21,1,0.3055555555555556,0.0,3,2,1,0,1,4.830985723749145,4.05371708008224,8,32,0.0,0,0,0,1,0.0,1,0,0,0,0,1,2,-1,0,0,0,1
37,16,7,1,0.0,0.0,1,0,0,0,0,4.036910717378838,3.452819531114783,6,12,0.0,1,1,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
29,16,6,1,0.0,0.0,1,0,0,0,0,3.9523029776623857,3.4056390622295662,4,12,0.25,0,0,0,0,0.0,0,0,0,0,0,1,3,-1,0,0,0,0
44,35,1,1,0.0,0.0,2,4,1,0,1,4.097701005889715,3.860529532471631,7,9,0.0,0,0,0,0,0.0,1,0,0,0,0,1,2,-1,0,0,0,1
131,15,108,5,0.11450381679389313,0.0,2,2,1,0,1,5.537192518231772,2.973557262275185,13,34,0.0,0,0,0,0,0.1388888888888889,1,0,1,0,0,1,1,-1,0,0,0,1
29,12,9,1,0.0,0.0,1,0,0,0,1,4.090234012145145,3.584962500721156,4,9,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
83,74,1,1,0.1686746987951807,0.0,3,0,2,0,1,4.944097793148028,4.7972439944935745,5,59,0.0,0,0,0,0,0.0,2,1,0,0,0,1,2,-1,1,1,0,1
23,11,5,1,0.0,0.0,1,0,0,0,0,3.6753108689123644,3.277613436819116,4,7,0.0,0,0,0,0,0.0,0,0,0,0,0,1,2,-1,0,0,0,0
39,11,13,1,0.0,0.0,1,0,0,0,1,4.346192206475307,3.277613436819116,7,7,0.0,1,1,0,0,0.0,0,0,0,0,0,1,2,-1,0,0,0,1
19,10,1,1,0.0,0.0,1,1,0,0,1,3.6818808028034016,3.121928094887362,4,5,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
131,15,64,4,0.07633587786259542,0.015267175572519083,2,3,1,0,1,5.233374930593553,2.973557262275185,18,15,0.0,1,3,0,0,0.09375,1,0,1,0,0,1,1,-1,0,0,0,1
62,43,11,1,0.3870967741935484,0.0,3,1,1,0,1,4.7784890041033075,4.2374411389168944,7,32,0.0,0,0,0,1,0.0,1,0,0,0,0,1,2,-1,1,1,0,1
33,16,9,1,0.0,0.0,2,0,1,0,1,3.98319563424773,3.452819531114783,5,8,0.0,0,0,0,0,0.0,1,0,0,0,0,1,1,-1,0,0,0,1
36,27,1,1,0.0,0.0,2,0,1,0,1,4.120635070586275,3.782122224145306,4,16,0.0,0,0,0,0,0.0,1,0,0,0,0,1,2,-1,1,0,0,1
31,15,8,1,0.0,0.0,1,0,0,0,1,4.0667842134731025,3.506890595608518,4,12,0.25,0,0,0,0,0.0,0,0,0,0,0,1,2,-1,0,0,0,0
24,15,1,1,0.0,0.0,2,0,1,0,1,3.8553885422075345,3.5068905956085183,4,8,0.0,0,0,0,0,0.0,1,0,0,0,0,1,2,-1,1,1,0,0
38,16,7,1,0.0,0.0,1,0,0,0,1,3.9182084341546166,3.5,6,13,0.0,1,1,0,0,0.0,0,0,0,0,0,1,1,-1,1,0,0,0
23,10,5,1,0.13043478260869565,0.0,1,0,0,0,1,3.6424896731661263,2.8464393446710154,4,5,0.0,0,0,0,0,0.0,0,0,0,0,0,1,2,-1,0,0,0,0
29,20,1,1,0.034482758620689655,0.0,2,1,1,0,1,4.021268494903765,3.6841837197791882,5,6,0.0,0,0,0,0,0.0,1,0,0,0,0,1,1,-1,0,0,0,1
45,36,1,1,0.0,0.0,2,1,1,0,1,4.024317540389503,3.7663326399706225,5,12,0.0,0,0,0,0,0.0,1,0,0,0,0,1,1,-1,0,0,0,1
60,28,24,1,0.11666666666666667,0.0,3,2,2,0,1,4.929737420890341,3.7089660826946225,9,10,0.0,0,0,0,0,0.16666666666666666,2,1,0,0,0,1,2,-1,0,0,0,1
31,15,8,1,0.0,0.0,1,1,0,0,1,4.042433003725893,3.6402239289418516,5,7,0.2,0,0,0,0,0.0,0,0,0,0,0,1,2,-1,1,1,0,0
31,22,1,1,0.16129032258064516,0.0,2,1,1,0,1,4.235981390822668,4.095795255000932,5,7,0.2,0,0,0,0,0.0,1,0,0,0,0,1,1,-1,0,0,0,1
25,9,9,1,0.0,0.0,1,0,0,0,0,3.6430741894285688,2.725480556997868,4,8,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
79,15,56,3,0.08860759493670886,0.0,2,0,1,0,1,5.071070900262494,2.973557262275185,7,44,0.0,0,0,0,0,0.125,1,0,1,0,0,1,1,-1,0,0,0,1
28,14,6,1,0.0,0.0,1,0,0,0,1,3.9946803684089094,3.521640636343319,4,10,0.25,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
190,15,108,5,0.12105263157894737,0.015789473684210527,3,2,1,0,1,5.621616990726035,2.973557262275185,22,59,0.0,1,4,0,0,0.17592592592592593,1,0,1,0,0,1,1,-1,0,0,0,1
22,6,8,1,0.13636363636363635,0.0,1,0,0,0,1,4.027169118440616,2.584962500721156,4,7,0.0,0,0,0,0,0.375,0,0,0,0,0,1,2,-1,0,0,0,1
28,12,9,1,0.0,0.0,1,0,0,0,0,3.896291529045928,3.188721875540867,4,8,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
16,8,1,1,0.0,0.0,1,0,0,0,0,3.4056390622295662,3.0,3,4,0.0,0,0,0,0,0.0,0,0,0,0,0,1,3,-1,1,0,0,0
35,26,1,1,0.0,0.0,2,0,1,0,1,3.9684490031423745,3.7633424882718503,4,18,0.0,0,0,0,0,0.0,1,0,0,0,0,1,1,-1,0,0,0,1
19,10,1,1,0.0,0.0,1,1,0,0,1,3.642149881636903,3.121928094887362,4,5,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,1,1,0,0
37,28,1,1,0.0,0.0,1,1,0,0,1,4.100816878908575,3.7979026896829473,4,17,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,1
25,17,1,1,0.0,0.0,1,0,0,0,0,3.973660689688185,3.4992275471326932,3,13,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
34,19,8,1,0.0,0.0,1,0,0,0,0,3.9986525468781666,3.536886723742166,4,15,0.0,0,0,0,0,0.0,0,0,0,0,0,1,4,-1,0,0,0,0
22,9,5,1,0.0,0.0,1,0,0,0,1,3.538310595615006,2.725480556997868,4,5,0.0,0,0,0,0,0.0,0,0,0,0,0,1,4,-1,0,0,0,0
31,10,7,1,0.06451612903225806,0.0,1,1,0,0,0,4.039211536948156,3.321928094887362,7,6,0.0,1,1,0,0,0.0,0,0,0,0,0,1,2,-1,0,0,0,0
39,30,1,1,0.0,0.0,2,0,1,0,1,4.252974975106084,4.031401845392171,4,22,0.0,0,0,0,0,0.0,1,0,0,0,0,1,1,-1,0,0,0,1
19,10,1,1,0.0,0.0,1,0,0,0,1,3.6818808028034016,2.9219280948873623,3,7,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
26,12,6,1,0.07692307692307693,0.0,1,1,0,0,1,3.9979526986606913,3.2516291673878226,5,5,0.2,0,0,0,0,0.0,0,0,0,0,0,0,-1,-1,0,0,0,0
29,12,9,1,0.0,0.0,1,0,0,0,1,3.8833374604210067,3.084962500721156,4,8,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
26,17,1,1,0.0,0.0,1,0,0,0,1,3.7381493331928657,3.4548223999466066,3,14,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
21,13,1,1,0.0,0.0,2,0,1,0,0,3.6537567082870006,3.238901256602631,4,6,0.0,0,0,0,0,0.0,1,0,0,0,0,1,1,-1,1,1,0,0
175,15,108,5,0.14857142857142858,0.011428571428571429,2,1,1,0,1,5.574196844198718,2.973557262275185,16,80,0.0,1,3,0,0,0.2037037037037037,1,0,1,0,0,1,1,-1,0,0,0,1
175,15,108,5,0.11428571428571428,0.011428571428571429,2,4,1,0,1,5.5584703096872605,2.973557262275185,19,28,0.0,1,3,0,0,0.14814814814814814,1,0,1,0,0,1,1,-1,0,0,0,1
32,23,1,1,0.0,0.0,2,0,1,0,1,3.9917292966721747,3.414441303694973,4,12,0.0,0,0,0,0,0.0,1,0,0,0,0,1,2,-1,1,0,0,1
18,9,1,1,0.0,0.0,1,0,0,0,1,3.197159723424149,2.2810361125534233,3,5,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
22,13,1,1,0.0,0.0,1,0,0,0,1,3.720128777433187,3.334679141051595,3,9,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
173,15,108,5,0.10982658959537572,0.011560693641618497,2,2,1,0,1,5.538469417160467,2.973557262275185,18,69,0.0,1,3,0,0,0.1388888888888889,1,0,1,0,0,1,1,-1,0,0,0,1
27,10,9,1,0.037037037037037035,0.0,1,0,0,0,1,3.884155094595805,3.1219280948873624,4,8,0.0,0,0,0,0,0.0,0,0,0,0,0,1,2,-1,0,0,0,0
40,31,1,1,0.0,0.0,2,0,1,0,1,4.027567157116929,3.824533406881911,4,15,0.0,0,0,0,0,0.0,1,0,0,0,0,1,1,-1,0,0,0,1
32,15,9,1,0.03125,0.0,1,0,0,0,1,3.8042292966721747,3.3735572622751846,4,11,0.0,0,0,0,0,0.0,0,0,0,0,0,1,3,-1,0,0,0,0
175,15,108,5,0.11428571428571428,0.011428571428571429,2,3,1,0,1,5.572501487807302,2.973557262275185,22,34,0.0,1,3,0,0,0.14814814814814814,1,0,1,0,0,1,1,-1,0,0,0,1
32,23,1,1,0.0,0.0,2,0,1,0,1,3.8667292966721747,3.414441303694973,4,12,0.0,0,0,0,0,0.0,1,0,0,0,0,1,2,-1,1,0,0,1
18,10,1,1,0.0,0.0,1,0,0,0,0,3.419381945646371,2.9219280948873623,3,7,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,1,0,0,0
29,13,8,1,0.0,0.0,1,0,0,0,1,3.693345218892491,3.238901256602631,4,10,0.25,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
89,25,1,1,0.2808988764044944,0.0,2,1,1,0,1,4.862935050026226,4.023465189601646,11,25,0.0,1,3,0,0,0.0,1,0,0,0,0,1,1,-1,0,0,0,1
24,12,5,1,0.0,0.0,1,0,0,0,0,3.5220552088742005,2.8553885422075336,4,8,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
24,15,1,1,0.0,0.0,2,0,1,0,1,3.8035088547976788,3.373557262275185,4,8,0.0,0,0,0,0,0.0,1,0,0,0,0,1,2,-1,1,0,0,0
25,12,5,1,0.0,0.0,1,0,0,0,1,3.673269689515107,3.2516291673878226,4,8,0.0,0,0,0,0,0.0,0,0,0,0,0,1,2,-1,0,0,0,0
32,19,5,1,0.0,0.0,1,0,0,0,1,4.015319531114783,3.536886723742166,4,15,0.0,0,0,0,0,0.0,0,0,0,0,0,1,2,-1,1,1,0,0
40,31,1,1,0.075,0.0,2,1,1,0,1,4.243942707918268,4.042433003725893,5,12,0.0,0,0,0,0,0.0,1,0,0,0,0,1,2,-1,0,0,0,1
25,16,1,1,0.0,0.0,1,0,0,0,1,3.7532696895151076,3.202819531114783,3,12,0.0,0,0,0,0,0.0,0,0,0,0,0,1,2,-1,0,0,0,0
20,11,1,1,0.0,0.0,1,0,0,0,1,3.6841837197791887,3.095795255000934,3,7,0.0,0,0,0,0,0.0,0,0,0,0,0,1,2,-1,1,0,1,0
88,12,48,4,0.125,0.0,3,2,0,0,1,4.606310454353602,3.2516291673878226,12,12,0.0,1,1,0,1,0.0,0,0,0,0,0,1,1,-1,0,0,0,1
25,16,1,1,0.0,0.0,1,2,0,0,1,3.973660689688185,3.5,5,5,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,1
175,15,108,5,0.07428571428571429,0.011428571428571429,2,4,1,0,1,5.534472790481283,2.973557262275185,19,23,0.0,1,3,0,0,0.08333333333333333,1,0,1,0,0,1,1,-1,0,0,0,1
46,38,1,1,0.1956521739130435,0.0,2,1,1,0,0,4.390106184591412,4.178738290204357,5,15,0.0,0,0,0,1,0.0,1,0,0,0,0,0,-1,-1,0,0,0,1
36,27,1,1,0.027777777777777776,0.0,2,0,1,0,1,4.0860486123130375,3.838039816898156,4,14,0.0,0,0,0,0,0.0,1,0,0,0,0,1,4,-1,0,0,0,1
29,20,1,1,0.0,0.0,2,0,1,0,1,4.064203408622267,3.746439344671015,4,9,0.0,0,0,0,0,0.0,1,0,0,0,0,1,2,-1,1,0,0,1
44,16,20,3,0.0,0.0,2,0,1,0,1,4.064338937154248,3.202819531114783,7,9,0.0,0,0,0,0,0.0,1,0,1,0,0,1,1,-1,1,1,0,1
29,13,8,1,0.1724137931034483,0.0,1,0,0,0,1,3.9783335811852645,2.8150724101159437,4,9,0.0,0,0,0,0,0.0,0,0,0,0,0,1,2,-1,0,0,0,0
31,23,1,1,0.03225806451612903,0.0,2,0,1,0,0,4.0022680844408445,3.7081320646586025,4,9,0.0,0,0,0,0,0.0,1,0,0,0,0,1,1,-1,0,0,0,1
14,5,1,1,0.0,0.0,1,0,0,0,1,2.9852281360342516,2.321928094887362,3,5,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
31,18,6,1,0.0,0.0,1,0,0,0,0,4.042433003725894,3.5032583347756456,4,15,0.25,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
42,28,6,1,0.09523809523809523,0.0,1,4,0,0,1,4.165894208390024,3.8248629576173565,6,11,0.0,0,0,0,0,0.0,0,0,0,0,0,1,1,-1,0,0,0,0
175,15,108,5,0.09714285714285714,0.011428571428571429,2,1,1,0,1,5.59122798700641,2.973557262275185,16,80,0.0,1,3,0,0,0.12037037037037036,1,0,1,0,0,1,1,-1,0,0,0,1
20,12,1,1,0.0,0.0,1,0,0,0,0,3.7841837197791888,3.2516291673878226,3,8,0.0,0,0,0,0,0.0,0,0,0,0,0,1,5,-1,0,0,0,0
